round_id,server_seed,client_seed,nonce,combined_hash,hex52,r_ratio,crash_multiplier,instant_crash,house_edge
4079,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4079,ddfac0926a54d3f2afa8324512c2357301510f4005045c825c4cfbe45df83ff6,ddfac0926a54d,0.86710743,7.29,0,0.03
4080,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4080,b8e91e4486fc4dd8f33b20be03138abf8b63cb3fda938c1b20d97c5dc4ec225f,b8e91e4486fc4,0.72230710,3.49,0,0.03
4081,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4081,e1fa5b40aa47347e14ac4ce82559e96d8c891112b1b0307f7f9f80e16e353a1f,e1fa5b40aa473,0.88272639,8.27,0,0.03
4082,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4082,ffa0f4cad50ef8a9758c2915325977ce47c49b18e0471a4c8d382fff0d9da476,ffa0f4cad50ef,0.99854975,668.84,0,0.03
4083,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4083,3c6fd49ca1f46a4f7440619112ca354f02397669a67cc91a47a085ce59c5d870,3c6fd49ca1f46,0.23608140,1.26,0,0.03
4084,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4084,d3d46e8787cda1a3024f39bc55830cdc3c7dbaaf70faf5a04a8ad8e5813ddccb,d3d46e8787cda,0.82746020,5.62,0,0.03
4085,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4085,4abc63faf29a9506996726036dbcd0ae205941a4b28b79654eb84106fa88e5c8,4abc63faf29a9,0.29193711,1.36,0,0.03
4086,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4086,5f264b4e9c58b924adf068295bb7f0389d4aadfac850154a69145add8f594430,5f264b4e9c58b,0.37167807,1.54,0,0.03
4087,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4087,bc7a4798dc5baa8127ea4e382b56730b32063de4eaeb9d92ca90e395841ac7dd,bc7a4798dc5ba,0.73624084,3.67,0,0.03
4088,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4088,059d6cbee6deeced74a7b309cf219b30f40b3783559107375b3744881f4a015c,059d6cbee6dee,0.02193336,1.00,1,0.03
4089,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4089,6cb8938d186d0ab3213cc6cf1c29b86315adfe8fe1c2b1577e00d930bb597afc,6cb8938d186d0,0.42469141,1.68,0,0.03
4090,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4090,0dc21a1a670aa99bb3c46802966773dc5f489d9baa833641b5dbf7076f2ffb77,0dc21a1a670aa,0.05374301,1.02,0,0.03
4091,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4091,dc81c344d744b8cb0e8bec0da679cf38b4fdd1efff6c1d25178407a34602a6c3,dc81c344d744b,0.86135502,6.99,0,0.03
4092,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4092,a8897e334ba7b7ef01594bbb341cf5cfcc4a798a02ef5d6c31035a37adf87f80,a8897e334ba7b,0.65834798,2.83,0,0.03
4093,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4093,239c3bc424cfe401f7e62aa2fd931833ea82f168176a2a27974511f257bcef79,239c3bc424cfe,0.13910268,1.12,0,0.03
4094,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4094,d28266cf3e52610121f76087f40d0d2f5ba951ce88f067eff75bb71cbd7f4592,d28266cf3e526,0.82230227,5.45,0,0.03
4095,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4095,a770c9dc571dcfbc36a744ac6fcad34742b48498f5f0a7ab08d3e9712bfc2d61,a770c9dc571dc,0.65406477,2.80,0,0.03
4096,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4096,e65b8517d5c8bcc5424845b1779478fa1c9403501e5b78f20ee5caf5f8b5205d,e65b8517d5c8b,0.89983398,9.68,0,0.03
4097,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4097,0ecfb07440cf6b429ae3fa74707d85209535c9a3964f3e94eafa84c3b2cce1dd,0ecfb07440cf6,0.05785659,1.02,0,0.03
4098,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4098,d96950b85b9d0684566a6a3baabba42a80c94ce0f2f5f84d76bc698645a13d92,d96950b85b9d0,0.84926323,6.43,0,0.03
4099,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4099,4788bf3df8b18346102ce89a64a954ec098952cbbc67822db54a716e5df211e5,4788bf3df8b18,0.27943034,1.34,0,0.03
4100,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4100,72c538bea827f08a4fd54f252f3ac292bd7c31894112c8a2309d6f7b4ce8c2af,72c538bea827f,0.44832186,1.75,0,0.03
4101,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4101,ce088b66525d0e2af54f2713752f02edb03bfeeaa57d37bd65a065a628795d42,ce088b66525d0,0.80481788,4.96,0,0.03
4102,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4102,5118319d6e83d9303845e7804204ac473b7a358eb2219816442b249411c1fc28,5118319d6e83d,0.31677542,1.41,0,0.03
4103,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4103,15e8557a835cfb8aaafd7c85ab17c99e4923d4618b8f357c2091ac71c6a292ac,15e8557a835cf,0.08557638,1.06,0,0.03
4104,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4104,82d636938b1d9599bcf40453bb400fa2302662b70b1bfe14a618b37140a33961,82d636938b1d9,0.51108113,1.98,0,0.03
4105,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4105,9fe8c5fdb3397f20030967d3eeecb1fc8e125fdab6f8720be1db9a2918dcc74d,9fe8c5fdb3397,0.62464559,2.58,0,0.03
4106,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4106,c244ec8b64592f93784e0a7c406cc4d7ff3a2621670d676f7ad1b52f551211a4,c244ec8b64592,0.75886420,4.02,0,0.03
4107,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4107,c9d0e6a1e11a8cae489510d96f156123fbcacb12d4757e77f00e39140e0b0f68,c9d0e6a1e11a8,0.78834382,4.58,0,0.03
4108,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4108,a9fa1174931d1dae339120a1b4c87769991750e3bbdd298e310a384716becbef,a9fa1174931d1,0.66397199,2.88,0,0.03
4109,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4109,4ae9bbae7b8d32c9f7a9fc9ffc22674dad74547326a3d81827c1f4716855fd65,4ae9bbae7b8d3,0.29262898,1.37,0,0.03
4110,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4110,2c70ad5928a1da524a58cace8d768cb0ab9724a4b15057733d6e3200d6ad0957,2c70ad5928a1d,0.17359432,1.17,0,0.03
4111,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4111,1441176a2bbffbd3e21573d2889a5bf06a1199e45d2245a28162e7580774e11e,1441176a2bbff,0.07911822,1.05,0,0.03
4112,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4112,35bb6c36d6a713595c4cb0ed30af006ebbdcfe3c7658021b636aa63686be23f7,35bb6c36d6a71,0.20989109,1.22,0,0.03
4113,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4113,e4d04f36af382648c49c859ae9263dbfaacbe3b81857a65335218c530d367d9b,e4d04f36af382,0.89380355,9.13,0,0.03
4114,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4114,1ac43dcf9535dd5d227916ec00cf5b960e0d92bd34bd25435c081245ed15fcbb,1ac43dcf9535d,0.10455691,1.08,0,0.03
4115,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4115,6afe24abb812bd1d11125a8894a52aeb40fbc88e6c7e5170a007e8be1a62eecd,6afe24abb812b,0.41794042,1.66,0,0.03
4116,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4116,98974447efaf3b18777c816dbea6dfc19175472b1aea7caf404523db88af363e,98974447efaf3,0.59605815,2.40,0,0.03
4117,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4117,98c02810b8215f24c30e45386bc276edf07bb3813abd865c7ee3d4fd70053555,98c02810b8215,0.59668208,2.40,0,0.03
4118,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4118,7b695760921f12cc82c5af409f15450a1ff9e7e462693c8683b47b021bc1eddc,7b695760921f1,0.48207613,1.87,0,0.03
4119,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4119,e25aca94f5e2e266128e3973489c767e98359b7bd133885a184c23e5ccc7b66f,e25aca94f5e2e,0.88419787,8.37,0,0.03
4120,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4120,b6ac8916fd4ace5e161aca5f20d001a7d3d36887af2d14bab14491d1e952330c,b6ac8916fd4ac,0.71357018,3.38,0,0.03
4121,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4121,48465bf81a847b7291fb60282dc8cde5091f874f2af4a73d8fc6fa1fa5cd0a5c,48465bf81a847,0.28232360,1.35,0,0.03
4122,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4122,327fc0389c0929448c8465a20f773b3753afed393d8ef3d8ad29bd99ba3e6c73,327fc0389c092,0.19726182,1.20,0,0.03
4123,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4123,6d99bfd351a22e654fa977a1551f2480659d0be066f75db4bb683dc428be8483,6d99bfd351a22,0.42812728,1.69,0,0.03
4124,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4124,db83a96ea03eb74ad044eeaf20d4c4de7a924d1d703824803fe17b3d2f2d9f7f,db83a96ea03eb,0.85747775,6.80,0,0.03
4125,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4125,21a729a3404ccfdfdacd55a0492ba1f0b1cdf790d95c5e211e8075f5e6e2e1ba,21a729a3404cc,0.13145695,1.11,0,0.03
4126,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4126,bf980bafc7e84a27bae18bf6314206df933e14e01a9ca05778f7bb633282eacc,bf980bafc7e84,0.74841378,3.85,0,0.03
4127,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4127,0474c6e4ede733976dc64a0984b39f8b283876a259d9d9a65bc0763ffd21255d,0474c6e4ede73,0.01740687,1.00,1,0.03
4128,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4128,5f5be7303839f278906fa4ea60f82f5fab99f72a7b15d741a29a99334f39e64c,5f5be7303839f,0.37249608,1.54,0,0.03
4129,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4129,7a4009e942cf2cbc545bd99120f31b0cb52826844448143abc0b44694fb01e74,7a4009e942cf2,0.47753965,1.85,0,0.03
4130,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4130,183c7ebdbe0861796a854d9dddd8188ef894883437037a4b4816f8d06e2526d2,183c7ebdbe086,0.09467308,1.07,0,0.03
4131,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4131,e4ef1c04e2e47cc6683ed5dad40793e60acc222e76648be72c51df31124fffdf,e4ef1c04e2e47,0.89427352,9.17,0,0.03
4132,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4132,35bdc7e56b4804ef4f9792c9abbb4e2c61142cdfffd687441edb2fc9c4cb3aa6,35bdc7e56b480,0.20992708,1.22,0,0.03
4133,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4133,b1de7f3f7f5b60542f4a55aff328851835a66941486b01059559124fc9516649,b1de7f3f7f5b6,0.69480129,3.17,0,0.03
4134,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4134,9f85f7784f5c4d3b067a56ed1635f501d25d17aed9db925ee56c503e104bca63,9f85f7784f5c4,0.62313792,2.57,0,0.03
4135,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4135,ecb3324d640130aa8923eadd4ae6647b650fb29fb67d5dae6cff700e8aa73432,ecb3324d64013,0.92460932,12.86,0,0.03
4136,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4136,236bad13d0227e699c40b7a5677c128709feca96e582575f101382dcd071cb23,236bad13d0227,0.13836176,1.12,0,0.03
4137,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4137,e97e8c952e349a749f40cc10ef6752eaef4b06d894b30006feb8b634f2844531,e97e8c952e349,0.91208724,11.03,0,0.03
4138,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4138,f427e43bd33649f06c46cdc196f6f1bbdf2432e9b1cfcd12aa12d1b8e8fc3574,f427e43bd3364,0.95373370,20.96,0,0.03
4139,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4139,6390535991122fee177d6e586eeeed5e1961754b0d2d246ca1a00b6a9ecbc22f,6390535991122,0.38892098,1.58,0,0.03
4140,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4140,b2f105a36c8c7fefa439834336193c637355e6d12896e15486ef6311b8915dc4,b2f105a36c8c7,0.69899020,3.22,0,0.03
4141,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4141,d96342b282f5eda75ecf0be79fa27bc012eb2a7240f2287090373917a041ab41,d96342b282f5e,0.84917085,6.43,0,0.03
4142,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4142,f19a8340815ada9a7f39117a78fd5fa82922dc242c414c51b37aa33968a3d4af,f19a8340815ad,0.94376393,17.24,0,0.03
4143,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4143,e1e38afb962d543ea235865a893fb8857b484fc32dcc9e9984346ca342f3daf7,e1e38afb962d5,0.88237828,8.24,0,0.03
4144,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4144,c592acecd6488240de4db761e8eb95cd36e0ec35624ca3cf2a788e6854e1ff32,c592acecd6488,0.77176934,4.25,0,0.03
4145,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4145,34012c3a3dc8a903026fe4d24fefe0b7a5dac7175597ae32deaa8726b97765d7,34012c3a3dc8a,0.20314289,1.21,0,0.03
4146,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4146,ae200c36c8d945c0e60e1e96ae13244334635c2a56f5e8a385f02a9ac9fb5c49,ae200c36c8d94,0.68017651,3.03,0,0.03
4147,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4147,bf64198cd4f2086b9a44d24efd2dcf408fac2908ad150191ecafaf37ec844b9f,bf64198cd4f20,0.74762115,3.84,0,0.03
4148,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4148,8f72ce5a595b4360edce99b6275cf80dac5d5f01328e4547b3d50fba9acd5fc1,8f72ce5a595b4,0.56034555,2.20,0,0.03
4149,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4149,53961a0bedc2cfe912eee7d0bf73f0c35c0fe38c07eefea27c570a3e4e28c1b3,53961a0bedc2c,0.32650912,1.44,0,0.03
4150,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4150,30a3927b59dfa993dad803f2a7ba10b3d458dcb574606c93345202d8bb1bb111,30a3927b59dfa,0.18999591,1.19,0,0.03
4151,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4151,fe56b09d23a3f9f5e99dfb947e52910e8d9dfb3bacc1ba16dc247584e5fe385a,fe56b09d23a3f,0.99351028,149.46,0,0.03
4152,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4152,16c69734535537dc170860bc7637a8bbce43a7d64b79c76290c71f6b51017d42,16c6973453553,0.08896775,1.06,0,0.03
4153,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4153,88f5cdab70c2f0ad03b29e09c77c5bba184d7346fc0a0d61e97e2cf0611c7ef0,88f5cdab70c2f,0.53500066,2.08,0,0.03
4154,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4154,58b190ade407d5475b9b6445f08bdb9f3f86473cd443f4cd768cf21bffeaf1db,58b190ade407d,0.34645943,1.48,0,0.03
4155,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4155,800e04fa520dd9899ef431a6b08fd04c1e2d6910b69b167ed8a41169482e9fd7,800e04fa520dd,0.50021392,1.94,0,0.03
4156,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4156,b9941483179eb7b95178b0ad71b31ad45d133503a2a1e2e7a4c821079a87c986,b9941483179eb,0.72491577,3.52,0,0.03
4157,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4157,65b7414f67003d2b8ae4cbbdfd08287d4de14036ab030eb70685e25a02de53e4,65b7414f67003,0.39732750,1.60,0,0.03
4158,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4158,df70839a9071f1837579bcf4ce471f240482b26b29cf218583c832931d62c334,df70839a9071f,0.87281058,7.62,0,0.03
4159,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4159,bee1c1d2c995b07eb62d94111c04aee10d0fc314c97cb468c73bac9f9c9d28a0,bee1c1d2c995b,0.74563228,3.81,0,0.03
4160,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4160,5c274118d5825ad76a6db1fcb7c941e69325ee25a13b31d12f02bc171c0ffb9f,5c274118d5825,0.35997397,1.51,0,0.03
4161,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4161,438fe62f8bddcc8ac8fdf2d5c73071b8a0561de4fae706019daf8a0311e408d1,438fe62f8bddc,0.26391448,1.31,0,0.03
4162,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4162,5c2a43e8373367d021b61758640362a4a57ca5c9c2394eb99c5744772a6799d5,5c2a43e837336,0.36001992,1.51,0,0.03
4163,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4163,51ea2b5fe8baa8126cd711443e625b9e44c1af985712ed73f7842b89eb97c68c,51ea2b5fe8baa,0.31997939,1.42,0,0.03
4164,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4164,35808bb6d093b3400a56c15b8618925934b0a2f6022b6bbafd0539decff76e79,35808bb6d093b,0.20899270,1.22,0,0.03
4165,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4165,8e01addca54ef99c5c1389ac79ca74c9a41cef4f587bbf132cf0b9e1283c1f71,8e01addca54ef,0.55471312,2.17,0,0.03
4166,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4166,f92e610aa2bad2102b39afbac7beeeac5b8d0712fbcb4a95e7a30d7369316c7c,f92e610aa2bad,0.97336394,36.41,0,0.03
4167,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4167,64c6e4208fc52df045e87ca4ac374e28e9f42e2539c4ec6a21bdb3bc22358a93,64c6e4208fc52,0.39365984,1.59,0,0.03
4168,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4168,3e3b40f8336dc433cce26ccfc6c46c0547008ad65430387a06fb483e44a15d60,3e3b40f8336dc,0.24309164,1.28,0,0.03
4169,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4169,9589cd99d30a75c0d3e26855ae7b46125daeeeb13219b2c074c43242d4072135,9589cd99d30a7,0.58413396,2.33,0,0.03
4170,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4170,0163167fcc35343b31511b850b6897c57b3f75d0d3cf3f6a583f2f1bad505851,0163167fcc353,0.00541821,1.00,1,0.03
4171,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4171,340a772bef84278cd22ddb55d08bb8c8dfdd21b10bc921dc14177e17e6a83591,340a772bef842,0.20328469,1.21,0,0.03
4172,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4172,6dfd5e1444ceb172ff57a5895866594853da878c164ead4d5441f8bdb05b7045,6dfd5e1444ceb,0.42964733,1.70,0,0.03
4173,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4173,7f7ec03df943e38af20cb71c3e4dd84bb72bfc4c6ad74ca9374755d652cc1c7e,7f7ec03df943e,0.49802782,1.93,0,0.03
4174,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4174,70a0042b00b91854b501b5e6c2dc2a3750531fd05b3fdeb719ba5223f58ed610,70a0042b00b91,0.43994165,1.73,0,0.03
4175,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4175,39d3b895b9f364299308d7e495fbc42320257dcba3e497db10aa80f8a7aa33fb,39d3b895b9f36,0.22588686,1.25,0,0.03
4176,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4176,75bb721959b3be9c7afe0624c34e58c0801470c10b5276e1aa4ab28b94e17294,75bb721959b3b,0.45989144,1.79,0,0.03
4177,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4177,d8e20bb69a6d0c368f403d0a31219cd74d8c16356acf4de42f451769ecced497,d8e20bb69a6d0,0.84719918,6.34,0,0.03
4178,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4178,6a8893e2cb3b31ffcab9fda7fc58e8cf9434f8bfb5b6a3fe554c57ccb54f3dfd,6a8893e2cb3b3,0.41614651,1.66,0,0.03
4179,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4179,973f93781ac15d9f90579194ae5d7608416af50638134d0d674bd63f04f1af99,973f93781ac15,0.59081384,2.37,0,0.03
4180,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4180,b3f77accf90606e916c6cbd25c3ebd7884ec50df40fc0025867e1c72e81ca2f6,b3f77accf9060,0.70299499,3.26,0,0.03
4181,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4181,424fef53ad4a712c98871b9a53527e00db721e9cbff964785f63394a9cfe36dd,424fef53ad4a7,0.25903221,1.30,0,0.03
4182,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4182,0b5a30de79f9c5116475ad3356a71dfec4b1aefe0b57da43874ce7f518b920eb,0b5a30de79f9c,0.04434495,1.01,0,0.03
4183,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4183,4217e53436af6c9eb2cf7f4f958976fa4bc0bc9c9cbb9721244796b888703f89,4217e53436af6,0.25817711,1.30,0,0.03
4184,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4184,163858f1d47f18ca0f380545676dd41355de0b1c5b7410232b7cc37debe5da63,163858f1d47f1,0.08679729,1.06,0,0.03
4185,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4185,527bfbb01f139dd98e730dd2d5eb0e50e4180c91bf90731c66400705d73dfdd3,527bfbb01f139,0.32220433,1.43,0,0.03
4186,d82f7c04e286e9b109b8f729f345861b58a2d1297e6b528a49c916298516e874,crashmath_empirical_verification_2026,4186,57a1b7e72bb3b19071488a519ab6d1d1b0c67bf6cd3e82b5276a913b2192e7af,57a1b7e72bb3b,0.34231138,1.47,0,0.03
